customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,tenure_group,avg_charge_per_month,services_count,is_auto_pay,is_high_monthly_charge
4248-HCETZ,Male,Yes,Yes,No,30,79.65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,2365.15,Yes,25+,78.8383333333333,2,0,0
5505-OVWQW,Female,No,No,No,17,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,353.65,No,13-24,20.8029411764706,0,0,0
7271-AJDTL,Female,No,Yes,No,55,94.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),5073.1,No,25+,92.2381818181818,3,1,1
1867-TJHTS,Female,No,No,No,58,79.8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4526.85,No,25+,78.0491379310345,1,1,0
0516-WJVXC,Female,No,No,No,5,54.2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,308.25,Yes,0-6,61.65,2,0,0
9174-FKWZE,Female,Yes,No,No,1,19.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,Yes,0-6,19.45,0,0,0
6860-YRJZP,Male,Yes,No,No,9,74.05,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,678.45,No,7-12,75.3833333333333,0,0,0
4429-WYGFR,Male,No,No,No,26,49.15,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1237.3,No,25+,47.5884615384615,1,1,0
2817-LVCPP,Female,No,No,No,50,19.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1023.95,No,25+,20.479,0,1,0
5038-ETMLM,Female,No,Yes,No,72,113.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8182.75,No,25+,113.649305555556,6,1,1
5056-FIMPT,Female,No,No,Yes,43,106.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4532.3,No,25+,105.402325581395,5,1,1
4521-WFJAI,Male,No,No,No,56,25.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1444.05,No,25+,25.7866071428571,0,1,0
6569-KTMDU,Female,No,No,No,1,19.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,No,0-6,19.1,0,0,0
8809-RIHDD,Male,No,Yes,Yes,72,103.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,7372.65,Yes,25+,102.397916666667,4,0,1
8809-XKHMD,Male,No,Yes,No,72,100.55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),7325.1,No,25+,101.7375,4,1,1
0396-YCHWO,Male,No,Yes,No,36,95.4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3474.2,No,25+,96.5055555555555,2,0,1
0867-LDTTC,Male,No,No,No,5,75.15,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),392.65,No,0-6,78.53,4,1,0
4822-NGOCH,Female,No,No,No,13,84.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1058.6,Yes,13-24,81.4307692307692,2,0,1
9391-DXGGG,Female,Yes,No,No,44,89.15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),3990.75,No,25+,90.6988636363636,3,1,1
9844-FELAJ,Female,Yes,Yes,Yes,70,107.9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,7475.85,No,25+,106.797857142857,5,0,1
2122-SZZZD,Male,No,No,No,44,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),835.5,No,25+,18.9886363636364,0,1,0
5307-DZCVC,Female,Yes,Yes,No,32,85.95,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2628.6,Yes,25+,82.14375,1,1,1
3148-AOIQT,Female,No,Yes,No,69,24.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1718.35,No,25+,24.9036231884058,0,1,0
8679-JOEVF,Female,Yes,No,No,16,59.4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,1023.9,Yes,13-24,63.99375,2,0,0
8395-ETZKQ,Male,Yes,Yes,Yes,68,19.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1193.55,No,25+,17.5522058823529,0,1,0
6692-YQHXC,Male,No,No,No,16,69.95,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1205.5,No,13-24,75.34375,0,1,0
3889-VWBID,Male,No,Yes,Yes,68,82.85,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5776.45,No,25+,84.947794117647,5,1,1
5222-JCXZT,Male,No,No,No,4,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,78.9,No,0-6,19.725,0,0,0
9754-CLVZW,Female,No,Yes,Yes,26,38.85,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1025.15,No,25+,39.4288461538462,3,1,0
1432-FPAXX,Female,No,No,No,29,30.6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,856.35,Yes,25+,29.5293103448276,1,0,0
2739-CCZMB,Male,No,No,Yes,5,20.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),122.0,No,0-6,24.4,0,1,0
7080-TNUWP,Male,No,Yes,No,70,95.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),6602.9,No,25+,94.3271428571428,3,1,1
0496-AHOOK,Male,No,Yes,No,24,74.4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1712.9,No,13-24,71.3708333333333,4,1,0
8336-TAVKX,Female,Yes,Yes,No,72,78.45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),5682.25,No,25+,78.9201388888889,5,1,0
2468-SJFLM,Male,No,No,No,1,74.3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,No,0-6,74.3,1,0,0
3181-VTHOE,Male,No,Yes,No,70,51.05,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),3635.15,No,25+,51.9307142857143,4,1,0
7168-HDQHG,Female,No,Yes,Yes,36,19.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),702.9,No,25+,19.525,0,1,0
4803-AXVYP,Female,Yes,No,No,38,99.55,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3734.25,Yes,25+,98.2697368421053,3,0,1
3884-HCSWG,Female,No,No,No,17,70.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1144.5,Yes,13-24,67.3235294117647,0,0,0
4567-AKPIA,Female,No,Yes,Yes,41,109.1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4454.25,No,25+,108.640243902439,5,1,1
5077-DXTCG,Female,No,No,No,1,45.3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,Yes,0-6,45.3,0,0,0
1142-WACZW,Male,No,No,No,2,29.85,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.6,Yes,0-6,37.8,1,1,0
7901-HXJVA,Male,No,No,No,14,76.45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1117.55,No,13-24,79.825,1,0,0
5649-ANRML,Male,Yes,No,No,2,95.1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),180.25,Yes,0-6,90.125,4,1,1
4892-VLANZ,Male,No,No,No,1,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,Yes,0-6,19.8,0,0,0
5924-IFQTT,Male,No,Yes,Yes,13,72.8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,930.05,No,13-24,71.5423076923077,4,0,0
7968-QUXNS,Male,No,No,No,6,18.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.15,No,0-6,18.3583333333333,0,0,0
2919-HBCJO,Female,No,No,No,4,76.65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),333.6,Yes,0-6,83.4,1,1,0
4236-XPXAV,Female,No,Yes,Yes,5,99.15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,465.05,Yes,0-6,93.01,4,0,1
8903-WMRNW,Female,No,Yes,No,15,101.75,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1669.4,No,13-24,111.293333333333,4,0,1
2452-SNHFZ,Female,No,No,No,47,75.45,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3545.1,No,25+,75.4276595744681,1,1,0
3629-WEAAM,Female,No,No,No,8,64.1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,504.05,No,7-12,63.00625,3,0,0
6029-CSMJE,Male,No,No,No,17,25.65,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,440.2,No,13-24,25.8941176470588,0,0,0
7993-NQLJE,Male,No,Yes,Yes,15,75.1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1151.55,No,13-24,76.77,1,0,0
9909-DFRJA,Female,No,No,No,26,95.85,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2475.35,No,25+,95.2057692307692,4,1,1
9099-FTUHS,Female,No,No,No,23,54.4,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1249.25,No,13-24,54.3152173913044,1,0,0
0581-BXBUB,Female,Yes,No,No,4,72.75,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,317.75,No,0-6,79.4375,1,0,0
4962-CHQPW,Male,No,No,Yes,29,19.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,535.05,No,25+,18.45,0,0,0
9467-ROOLM,Female,No,No,No,25,19.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,461.3,No,25+,18.452,0,0,0
3030-YZADT,Male,No,No,No,9,44.95,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,431.0,Yes,7-12,47.8888888888889,0,0,0
7410-KTVFV,Male,No,Yes,No,18,49.55,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,878.35,Yes,13-24,48.7972222222222,1,0,0
5150-ITWWB,Male,Yes,No,No,3,94.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,335.75,No,0-6,111.916666666667,2,0,1
2253-KPMNB,Female,No,Yes,Yes,69,46.25,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),3121.4,No,25+,45.2376811594203,4,1,0
1345-ZUKID,Male,No,No,No,14,19.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,324.8,No,13-24,23.2,0,0,0
6429-SHBCB,Male,No,No,No,19,69.6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1394.55,No,13-24,73.3973684210526,2,0,0
9281-OFDMF,Male,Yes,No,No,39,90.7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,3413.25,No,25+,87.5192307692308,2,0,1
2603-HVKCG,Male,No,No,No,31,101.4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3143.65,No,25+,101.408064516129,4,0,1
1834-WULEG,Male,No,Yes,Yes,24,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,439.75,No,13-24,18.3229166666667,0,0,0
9097-ZUBYC,Male,No,Yes,No,14,48.8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),664.4,No,13-24,47.4571428571429,1,1,0
5148-ORICT,Female,No,Yes,No,64,74.35,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,4759.55,No,25+,74.36796875,5,0,0
4893-GYUJU,Female,No,No,No,50,19.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1033.0,No,25+,20.66,0,0,0
4578-PHJYZ,Male,No,Yes,Yes,52,68.75,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,3482.85,No,25+,66.9778846153846,4,0,0
7272-QDCKA,Male,No,No,No,28,100.2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,2688.45,No,25+,96.0160714285714,3,0,1
8908-SLFCJ,Female,No,No,No,21,20.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),435.25,No,13-24,20.7261904761905,0,1,0
8393-DLHGA,Male,No,No,Yes,25,95.9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2448.75,Yes,25+,97.95,3,0,1
9766-HGEDE,Female,No,Yes,No,17,19.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,307.0,No,13-24,18.0588235294118,0,0,0
6968-MHOMU,Male,No,Yes,No,58,45.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),2689.35,No,25+,46.3681034482759,2,1,0
7395-IGJOS,Male,Yes,Yes,No,17,81.5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),1329.2,Yes,13-24,78.1882352941176,1,1,1
5044-XDPYX,Female,No,Yes,No,51,25.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1281.25,No,25+,25.1225490196078,0,0,0
1814-WFGVS,Male,No,Yes,Yes,72,48.9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,3527.0,No,25+,48.9861111111111,4,0,0
2834-SPCJV,Male,No,Yes,No,52,84.1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,4348.65,Yes,25+,83.6278846153846,2,0,1
3721-WKIIL,Female,No,No,No,27,19.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,561.15,No,25+,20.7833333333333,0,0,0
6734-CKRSM,Female,No,No,No,3,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,63.6,No,0-6,21.2,0,0,0
1265-ZFOSD,Female,No,Yes,No,64,81.3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,5129.3,No,25+,80.1453125,5,0,1
6568-POCUI,Female,No,Yes,No,45,95.2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4285.8,No,25+,95.24,3,1,1
7890-VYYWG,Male,Yes,Yes,No,3,36.45,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.7,Yes,0-6,31.2333333333333,1,0,0
5197-LQXXH,Female,No,Yes,No,71,83.3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5894.5,No,25+,83.0211267605634,5,1,1
9907-SWKKF,Female,Yes,No,No,1,25.05,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,Yes,0-6,25.05,0,0,0
3457-PQBYH,Female,No,Yes,Yes,58,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1160.75,No,25+,20.0129310344828,0,1,0
7682-AZNDK,Male,No,Yes,Yes,34,89.85,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3091.75,No,25+,90.9338235294118,3,0,1
0587-DMGBH,Female,No,No,No,8,49.85,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,365.55,Yes,7-12,45.69375,1,0,0
5384-ZTTWP,Female,No,Yes,Yes,15,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,272.95,No,13-24,18.1966666666667,0,0,0
3745-HRPHI,Male,No,Yes,Yes,66,54.65,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3632.0,No,25+,55.030303030303,4,1,0
7636-OWBPG,Male,Yes,No,No,12,29.35,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),381.2,No,7-12,31.7666666666667,1,1,0
1231-YNDEK,Male,No,No,No,58,19.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),1035.5,No,25+,17.8534482758621,0,1,0
1407-DIGZV,Female,No,Yes,Yes,3,19.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.0,No,0-6,17.3333333333333,0,0,0
6397-JNZZG,Female,Yes,Yes,No,43,55.55,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),2342.2,Yes,25+,54.4697674418605,4,1,0
0570-BFQHT,Female,No,No,No,9,80.55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,653.9,No,7-12,72.6555555555556,2,0,1
4393-OBCRR,Female,No,No,No,3,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.2,No,0-6,23.7333333333333,0,0,0
3523-QRQLL,Female,No,Yes,Yes,22,69.5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1498.2,Yes,13-24,68.1,3,1,0
8564-LDKFL,Male,No,Yes,No,40,106.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4178.65,No,25+,104.46625,4,1,1
3696-DFHHB,Female,No,No,No,68,25.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1821.8,No,25+,26.7911764705882,0,1,0
0895-DQHEW,Male,No,Yes,No,54,104.3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5278.15,Yes,25+,97.7435185185185,4,0,1
4717-GHADL,Female,No,No,No,50,79.6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,4024.2,No,25+,80.484,4,0,0
5501-TVMGM,Male,No,No,No,1,55.25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,No,0-6,55.25,1,0,0
5879-HMFFH,Female,No,Yes,No,72,88.05,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6520.8,No,25+,90.5666666666667,6,1,1
6772-WFQRD,Male,No,No,Yes,40,20.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),854.9,No,25+,21.3725,0,1,0
3810-DVDQQ,Female,No,Yes,Yes,72,117.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),8308.9,No,25+,115.401388888889,6,1,1
6972-SNKKW,Female,No,No,No,6,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,109.2,No,0-6,18.2,0,0,0
3694-GLTJM,Female,No,No,No,5,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.05,No,0-6,18.41,0,1,0
8550-XSXUQ,Male,No,Yes,No,48,70.55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),3420.5,No,25+,71.2604166666667,3,1,0
8149-RSOUN,Female,No,No,No,1,93.85,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Yes,0-6,93.85,2,0,1
9055-MOJJJ,Female,No,Yes,Yes,64,65.8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,4068.0,No,25+,63.5625,3,0,0
4359-INNWN,Female,No,No,No,17,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),337.9,No,13-24,19.8764705882353,0,1,0
0585-EGDDA,Male,No,Yes,No,40,80.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,3168.75,No,25+,79.21875,2,0,1
4032-RMHCI,Female,No,Yes,Yes,41,35.4,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),1412.4,No,25+,34.4487804878049,2,1,0
0549-CYCQN,Male,Yes,No,No,51,79.6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),3974.7,No,25+,77.9352941176471,1,1,0
3481-JHUZH,Male,No,Yes,No,41,80.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3439.0,No,25+,83.8780487804878,1,0,1
7250-EQKIY,Female,No,Yes,Yes,1,50.45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,Yes,0-6,50.45,1,0,0
3594-IVHJZ,Female,No,No,No,2,20.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.45,No,0-6,21.225,0,0,0
6869-FGJJC,Male,No,No,No,68,79.6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),5461.45,No,25+,80.3154411764706,2,1,0
3896-ZVNET,Female,No,Yes,Yes,24,24.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,571.75,No,13-24,23.8229166666667,0,0,0
8205-VSLRB,Male,No,Yes,No,70,77.3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),5498.2,No,25+,78.5457142857143,4,1,0
5960-MVTUK,Male,No,No,No,3,29.75,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.85,No,0-6,32.2833333333333,1,0,0
6817-WTYHE,Male,No,No,No,2,44.9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),111.05,No,0-6,55.525,0,1,0
3082-VQXNH,Male,No,Yes,No,3,29.8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),94.4,No,0-6,31.4666666666667,1,1,0
4013-UBXWQ,Female,No,No,No,7,74.65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,521.1,Yes,7-12,74.4428571428572,3,0,0
4931-TRZWN,Female,No,No,No,13,71.95,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,923.85,No,13-24,71.0653846153846,3,0,0
0750-EKNGL,Male,No,No,No,7,20.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,141.1,No,7-12,20.1571428571429,0,0,0
7669-LCRSD,Male,No,Yes,Yes,12,56.3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,628.65,No,7-12,52.3875,1,0,0
3567-PQTSO,Male,No,Yes,Yes,53,105.25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5576.3,No,25+,105.21320754717,4,0,1
5519-NPHVG,Female,No,No,No,12,94.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1046.1,Yes,7-12,87.175,2,0,1
8043-PNYSD,Male,No,Yes,Yes,63,19.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1245.6,No,25+,19.7714285714286,0,0,0
9938-EKRGF,Female,No,No,No,15,84.45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,1287.85,No,13-24,85.8566666666667,6,0,1
2703-AMTUL,Male,No,Yes,Yes,36,53.65,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,1939.35,No,25+,53.8708333333333,2,0,0
0928-JMXNP,Male,Yes,Yes,No,4,29.9,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.25,No,0-6,29.5625,1,0,0
8173-RXAYP,Female,No,Yes,Yes,24,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,452.55,No,13-24,18.85625,0,0,0
4825-XJGDM,Female,No,No,No,61,43.7,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),2696.55,No,25+,44.205737704918,4,1,0
5402-HTOTQ,Male,No,No,No,16,55.3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,875.35,No,13-24,54.709375,1,0,0
6734-JDTTV,Male,No,Yes,Yes,65,19.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1267.05,No,25+,19.4930769230769,0,1,0
7850-THJMU,Female,No,Yes,Yes,26,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),494.9,No,25+,19.0346153846154,0,1,0
3890-RTCMS,Male,No,No,No,16,49.45,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,799.0,No,13-24,49.9375,1,0,0
