customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
7995-ZHHNZ,Male,No,Yes,No,42,56.1,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),2386.85,No
3824-RHKVR,Female,No,No,No,17,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),340.35,No
5816-SCGFC,Female,Yes,No,No,7,51.3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,419.35,No
5989-AXPUC,Female,No,Yes,No,68,118.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,7990.05,No
4979-HPRFL,Male,No,Yes,Yes,56,24.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1402.25,No
8590-OHDIW,Female,No,Yes,Yes,38,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,749.35,No
8015-IHCGW,Female,No,Yes,Yes,72,115.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8425.15,No
2332-TODQS,Female,No,No,No,48,25.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1171.5,No
9278-VZKCD,Female,Yes,Yes,No,52,109.1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5647.95,No
8008-OTEZX,Female,No,Yes,Yes,35,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,708.8,No
2773-OVBPK,Male,No,Yes,No,67,111.3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7567.2,No
5999-LCXAO,Female,No,No,No,1,29.9,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,No
5206-XZZQI,Male,No,No,No,53,80.6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,4348.1,No
4803-LBYPN,Male,No,Yes,Yes,34,20.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,635.9,No
5759-RCVCB,Female,No,No,No,3,35.2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),108.95,Yes
6372-RFVNS,Female,No,Yes,No,1,78.8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,Yes
2139-FQHLM,Male,No,No,No,19,89.95,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,1682.4,No
8261-GWDBQ,Female,Yes,Yes,No,60,116.05,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6925.9,No
1093-YSWCA,Male,No,No,No,11,19.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),223.15,No
8938-UMKPI,Female,No,No,No,47,106.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5127.95,Yes
0991-BRRFB,Male,No,No,No,18,49.4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,874.8,Yes
3882-IYOIJ,Female,No,Yes,Yes,60,115.25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6758.45,No
8749-TZYEC,Male,No,Yes,No,72,24.8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1874.3,No
1755-FZQEC,Male,No,No,No,39,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,791.15,No
3115-JPJDD,Female,No,Yes,No,59,81.25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),4639.45,No
5600-KTXFM,Male,No,Yes,Yes,2,69.95,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,143.9,No
3871-IKPYH,Male,Yes,No,No,1,69.1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,Yes
6319-IEJWJ,Male,No,Yes,Yes,20,90.2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1776.55,Yes
9025-AOMKI,Female,No,No,No,6,93.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),536.4,Yes
6339-TBELP,Male,No,No,No,71,86.4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),6172.0,No
7964-YESJC,Female,No,Yes,No,24,66.3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,1559.45,No
6173-GOLSU,Male,Yes,Yes,No,67,94.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),6079.0,No
5275-SQEIZ,Male,No,No,No,1,80.85,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,Yes
7716-YTYHG,Female,No,Yes,Yes,48,82.05,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,4029.95,Yes
9938-ZREHM,Female,No,Yes,No,37,72.1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,2658.4,No
7950-XWOVN,Male,No,No,No,11,34.7,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,383.55,No
4390-KYULV,Male,No,Yes,No,3,20.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.15,Yes
4647-MUZON,Female,No,Yes,No,18,95.95,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1745.5,No
9702-AIUJO,Male,No,Yes,Yes,50,44.8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2230.85,No
8849-PRIQJ,Female,No,Yes,Yes,67,109.4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,7281.6,No
8851-RAGOV,Female,No,Yes,No,25,71.05,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,1837.7,No
1304-NECVQ,Female,Yes,No,No,2,78.55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,149.55,Yes
5396-IZEPB,Male,No,No,No,9,19.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),180.7,No
1729-VLAZJ,Female,No,No,Yes,10,40.25,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,411.45,No
8285-ABVLB,Female,No,Yes,No,70,19.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1328.35,No
0701-TJSEF,Male,No,No,No,9,68.25,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),576.95,No
5712-VBOXD,Female,No,No,No,4,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.45,No
6629-LADHQ,Female,No,No,No,2,50.95,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,123.05,No
8945-GRKHX,Female,No,No,Yes,1,78.65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,Yes
1559-DTODC,Male,No,No,No,19,25.15,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),468.35,No
4797-MIWUM,Male,No,Yes,Yes,7,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),174.7,No
6959-UWKHF,Male,No,No,No,1,42.9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,Yes
8720-RQSBJ,Male,Yes,No,No,1,44.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,No
4537-CIBHB,Female,No,Yes,Yes,9,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,172.35,No
3815-SLMEF,Female,No,No,No,3,34.25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,139.35,Yes
5154-VEKBL,Female,No,No,No,9,58.5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,539.85,Yes
4324-AHJKS,Female,No,No,No,5,55.8,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),300.4,No
4355-CVPVS,Female,No,Yes,Yes,56,88.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),4968.0,No
4495-LHSSK,Female,No,No,Yes,18,57.65,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,992.7,No
5655-JSMZM,Male,Yes,No,No,49,96.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4718.25,Yes
5915-ANOEI,Male,No,Yes,No,70,79.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,5536.5,No
9861-PDSZP,Female,No,No,No,72,108.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7806.6,No
4505-EXZHB,Female,Yes,No,No,6,74.4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,434.1,Yes
7225-CBZPL,Male,Yes,Yes,No,17,94.8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1563.9,No
6704-UTUKK,Male,No,Yes,No,29,45.9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1332.4,No
4587-VVTOX,Female,No,Yes,No,6,105.3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,545.2,Yes
2019-HDCZY,Male,No,Yes,No,63,102.6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,6296.75,No
4652-NNHNY,Male,No,Yes,No,16,73.85,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1284.2,Yes
8788-DOXSU,Male,No,No,No,59,61.35,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),3645.5,No
7404-JLKQG,Female,No,No,No,3,57.55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,161.45,No
7421-ZLUPA,Female,No,No,No,8,29.25,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,226.95,No
8972-HJWNV,Female,Yes,Yes,No,7,84.55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,646.85,Yes
3274-NSDWE,Female,No,No,No,68,19.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1441.65,No
2632-IVXVF,Female,No,Yes,Yes,68,111.75,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7511.3,No
3692-JHONH,Female,Yes,Yes,No,52,106.5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,5621.85,No
8915-NNTRC,Male,No,Yes,Yes,72,107.7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7919.8,No
5914-GXMDA,Female,No,Yes,No,32,19.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,593.2,No
7463-IFMQU,Female,No,Yes,No,72,20.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1423.65,No
2920-RNCEZ,Male,No,Yes,Yes,1,69.95,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,No
2541-YGPKE,Male,No,Yes,Yes,42,63.7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),2763.35,No
8515-OCTJS,Female,No,No,No,25,24.75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),692.1,Yes
5382-TEMLV,Male,No,No,No,45,50.9,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2298.55,No
3441-CGZJH,Female,No,Yes,Yes,43,60.4,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2640.55,No
9592-ERDKV,Male,No,Yes,No,37,79.25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,2911.8,No
2860-RANUS,Female,Yes,No,No,20,85.8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1727.5,Yes
5261-QSHQM,Female,No,No,No,4,24.45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.6,Yes
4778-IZARL,Male,No,Yes,No,63,110.1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6705.7,No
0432-CAJZV,Male,No,No,No,3,90.7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,237.65,No
7008-LZVOZ,Male,No,Yes,Yes,66,25.3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1672.35,No
8868-WOZGU,Male,No,No,No,28,105.7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2979.5,Yes
1200-TUZHR,Female,Yes,No,No,8,85.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,695.75,No
9365-CSLBQ,Male,No,No,Yes,71,24.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1654.6,No
1334-FJSVR,Male,No,No,No,1,24.25,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,Yes
5884-FBCTL,Female,No,Yes,Yes,72,25.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1857.85,No
7130-CTCUS,Male,Yes,Yes,No,16,54.55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),825.1,No
6242-FEGFD,Male,No,Yes,No,66,96.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,6424.25,No
7625-XCQRH,Female,No,No,No,11,76.5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,837.95,Yes
6194-HBGQN,Male,No,No,No,51,81.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),4126.2,No
7634-WSWDB,Female,No,No,Yes,8,38.5,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,330.8,No
6986-IXNDM,Male,No,No,No,14,92.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1337.45,No
1731-TVIUK,Female,No,No,No,4,93.5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,362.2,Yes
2987-BJXIK,Female,No,No,No,70,84.7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,5991.05,No
9769-TSBZE,Female,No,No,Yes,70,66.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,4891.5,No
0406-BPDVR,Female,Yes,Yes,No,54,101.5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),5373.1,Yes
0618-XWMSS,Male,No,No,Yes,28,74.9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2068.55,Yes
1395-WSWXR,Male,No,No,No,24,20.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,487.05,No
6023-GSSXW,Female,No,Yes,No,69,61.45,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),4131.2,No
6752-APNJL,Male,No,Yes,Yes,42,54.5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,2301.15,No
5276-KQWHG,Female,Yes,No,No,2,69.6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,131.65,Yes
0420-HLGXF,Female,Yes,No,No,39,99.75,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4036.0,No
7446-KQISO,Male,No,Yes,Yes,45,109.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4900.65,No
9823-EALYC,Male,No,Yes,Yes,72,80.85,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),5727.45,No
0582-AVCLN,Female,No,No,No,38,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,743.05,No
5803-NQJZO,Male,No,Yes,No,72,67.8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),4804.65,No
2565-JSLRY,Male,No,No,No,1,24.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,Yes
2607-DHDAK,Male,No,Yes,Yes,72,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1414.65,No
1073-XXCZD,Male,No,Yes,No,55,25.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1443.65,No
0743-HRVFF,Female,No,Yes,Yes,51,56.15,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,2898.95,No
4006-HKYHO,Male,No,No,No,63,86.7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5309.5,No
3727-JEZTU,Female,No,No,No,1,20.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,No
8143-ETQTI,Female,No,Yes,Yes,23,19.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,451.55,No
6689-KXGBO,Female,No,No,No,1,50.55,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.55,Yes
9667-TKTVZ,Female,No,No,No,2,54.35,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,117.05,No
3657-COGMW,Female,Yes,No,No,52,108.1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),5839.3,No
8570-KLJYJ,Female,No,No,No,36,54.45,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,1893.5,No
7754-IXRMC,Female,No,No,No,1,45.35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,No
9473-CBZOP,Female,No,No,No,28,59.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,1654.45,No
2969-WGHQO,Female,No,Yes,Yes,7,69.45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,477.05,No
6615-NGGZJ,Male,No,No,No,14,100.55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1415.55,Yes
4334-HOWRP,Male,Yes,Yes,No,72,64.95,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4546.0,No
4255-DDUOU,Female,No,Yes,Yes,1,20.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,Yes
5863-OOKCL,Female,No,No,No,10,18.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,163.2,No
1686-STUHN,Male,No,No,No,42,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),849.9,No
1329-VHWNP,Female,No,No,No,7,25.05,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),189.95,No
2984-MIIZL,Male,No,No,No,4,74.8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),321.9,Yes
0266-GMEAO,Male,No,Yes,Yes,72,114.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8058.55,No
5590-YRFJT,Female,No,Yes,No,20,24.45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,482.8,Yes
5574-NXZIU,Male,No,No,No,63,109.2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7049.75,No
0019-GFNTW,Female,No,No,No,56,45.05,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),2560.1,No
4256-ZWTZI,Female,No,No,Yes,5,51.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,286.8,No
8309-PPCED,Female,No,Yes,No,72,110.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7982.5,No
4098-NAUKP,Male,Yes,Yes,Yes,68,84.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5683.6,No
5196-WPYOW,Male,No,Yes,Yes,67,60.05,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,3994.05,No
4608-LCIMN,Male,No,Yes,Yes,8,44.65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),369.15,No
1485-YDHMM,Male,No,Yes,Yes,52,93.25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4631.7,No
4054-CUMIA,Female,No,Yes,Yes,18,20.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,401.95,No
0603-TPMIB,Female,No,Yes,Yes,59,25.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1534.05,No
2525-GVKQU,Female,No,No,No,60,20.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1093.0,No
8161-QYMTT,Male,No,No,No,7,94.1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,701.3,No
9581-GVBXT,Male,No,Yes,Yes,59,34.8,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,1980.3,No
5862-BRIXZ,Male,No,No,No,46,60.75,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2893.4,No
5404-GGUKR,Male,No,No,No,5,51.35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,262.3,No
3308-JSGML,Male,Yes,Yes,No,59,64.05,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3886.85,No
2126-GSEGL,Female,No,Yes,No,70,84.8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5917.55,No
3677-TNKIO,Female,No,No,No,14,71.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),914.0,Yes
0440-QEXBZ,Female,No,No,No,44,50.15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2139.1,No
2434-EEVDB,Female,No,Yes,No,64,94.6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),5948.7,No
6762-QVYJO,Female,No,Yes,Yes,58,59.75,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3624.35,No
6199-IWKGC,Female,Yes,Yes,No,46,100.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,4753.85,No
2675-DHUTR,Male,Yes,Yes,No,58,98.9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5780.7,No
8152-VETUR,Female,No,Yes,No,72,97.7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),6869.7,No
9667-EQRXU,Female,Yes,No,No,30,40.3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1172.95,Yes
7446-YPODE,Male,Yes,No,No,11,60.25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),662.95,No
9522-BNTHX,Female,Yes,No,No,34,56.25,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1765.95,No
4676-WLUHT,Male,No,No,No,54,46.2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),2431.95,No
3329-WDIOK,Female,No,No,No,3,50.6,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,155.35,Yes
7980-MHFLQ,Female,No,Yes,Yes,72,24.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1859.2,No
2873-ZLIWT,Female,No,Yes,Yes,40,84.85,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,3303.05,Yes
3415-TAILE,Female,No,Yes,Yes,2,65.7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,134.35,Yes
0757-WCUUZ,Male,No,Yes,Yes,54,63.35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),3409.1,No
1629-DQQVB,Female,No,No,No,14,50.1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),709.5,No
1915-IOFGU,Female,No,No,No,1,70.5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,Yes
